2000-07-03;0:00:00,7.1
2000-07-04;0:00:00,7.1
2000-07-05;0:00:00,7.03
2000-07-06;0:00:00,7.07
2000-07-07;0:00:00,7.01
2000-07-10;0:00:00,7.04
2000-07-11;0:00:00,7.04
2000-07-12;0:00:00,7.06
2000-07-13;0:00:00,7.04
2000-07-14;0:00:00,7.08
2000-07-17;0:00:00,7.12
2000-07-18;0:00:00,7.12
2000-07-19;0:00:00,7.13
2000-07-20;0:00:00,7.07
2000-07-21;0:00:00,7.03
2000-07-24;0:00:00,7.04
2000-07-25;0:00:00,7.03
2000-07-26;0:00:00,7.02
2000-07-27;0:00:00,7.01
2000-07-28;0:00:00,7.03
2000-07-31;0:00:00,7.06
2000-08-01;0:00:00,7.04
2000-08-02;0:00:00,7.02
2000-08-03;0:00:00,6.98
2000-08-04;0:00:00,6.94
2000-08-07;0:00:00,6.94
2000-08-08;0:00:00,6.94
2000-08-09;0:00:00,6.93
2000-08-10;0:00:00,6.9
2000-08-11;0:00:00,6.92
2000-08-14;0:00:00,6.96
2000-08-15;0:00:00,6.96
2000-08-16;0:00:00,6.96
2000-08-17;0:00:00,6.97
2000-08-18;0:00:00,6.96
2000-08-21;0:00:00,6.95
2000-08-22;0:00:00,6.95
2000-08-23;0:00:00,6.93
2000-08-24;0:00:00,6.91
2000-08-25;0:00:00,6.9
2000-08-28;0:00:00,6.92
2000-08-29;0:00:00,6.93
2000-08-30;0:00:00,6.94
2000-08-31;0:00:00,6.91
2000-09-01;0:00:00,6.84
2000-09-04;0:00:00,6.84
2000-09-05;0:00:00,6.83
2000-09-06;0:00:00,6.85
2000-09-07;0:00:00,6.84
2000-09-08;0:00:00,6.84
2000-09-11;0:00:00,6.85
2000-09-12;0:00:00,6.84
2000-09-13;0:00:00,6.82
2000-09-14;0:00:00,6.81
2000-09-15;0:00:00,6.79
2000-09-18;0:00:00,6.77
2000-09-19;0:00:00,6.77
2000-09-20;0:00:00,6.77
2000-09-21;0:00:00,6.78
2000-09-22;0:00:00,6.74
2000-09-25;0:00:00,6.78
2000-09-26;0:00:00,6.78
2000-09-27;0:00:00,6.77
2000-09-28;0:00:00,6.78
2000-09-29;0:00:00,6.75
2000-10-02;0:00:00,6.77
2000-10-03;0:00:00,6.75
2000-10-04;0:00:00,6.78
2000-10-05;0:00:00,6.78
2000-10-06;0:00:00,6.79
2000-10-09;0:00:00,6.79
2000-10-10;0:00:00,6.78
2000-10-11;0:00:00,6.74
2000-10-12;0:00:00,6.71
2000-10-13;0:00:00,6.68
2000-10-16;0:00:00,6.69
2000-10-17;0:00:00,6.68
2000-10-18;0:00:00,6.63
2000-10-19;0:00:00,6.64
2000-10-20;0:00:00,6.65
2000-10-23;0:00:00,6.65
2000-10-24;0:00:00,6.66
2000-10-25;0:00:00,6.65
2000-10-26;0:00:00,6.67
2000-10-27;0:00:00,6.69
2000-10-30;0:00:00,6.71
2000-10-31;0:00:00,6.69
2000-11-01;0:00:00,6.67
2000-11-02;0:00:00,6.66
2000-11-03;0:00:00,6.69
2000-11-06;0:00:00,6.71
2000-11-07;0:00:00,6.71
2000-11-08;0:00:00,6.72
2000-11-09;0:00:00,6.7
2000-11-10;0:00:00,6.67
2000-11-13;0:00:00,6.64
2000-11-14;0:00:00,6.67
2000-11-15;0:00:00,6.66
2000-11-16;0:00:00,6.65
2000-11-17;0:00:00,6.65
2000-11-20;0:00:00,6.63
2000-11-21;0:00:00,6.64
2000-11-22;0:00:00,6.61
2000-11-23;0:00:00,6.61
2000-11-24;0:00:00,6.63
2000-11-27;0:00:00,6.63
2000-11-28;0:00:00,6.6
2000-11-29;0:00:00,6.56
2000-11-30;0:00:00,6.49
2000-12-01;0:00:00,6.48
2000-12-04;0:00:00,6.45
2000-12-05;0:00:00,6.39
2000-12-06;0:00:00,6.32
2000-12-07;0:00:00,6.31
2000-12-08;0:00:00,6.3
2000-12-11;0:00:00,6.33
2000-12-12;0:00:00,6.33
2000-12-13;0:00:00,6.26
2000-12-14;0:00:00,6.19
2000-12-15;0:00:00,6.19
2000-12-18;0:00:00,6.12
2000-12-19;0:00:00,6.15
2000-12-20;0:00:00,6.07
2000-12-21;0:00:00,6.0
2000-12-22;0:00:00,5.94
2000-12-25;0:00:00,5.94
2000-12-26;0:00:00,5.93
2000-12-27;0:00:00,5.97
2000-12-28;0:00:00,5.99
2000-12-29;0:00:00,5.95
2001-01-01;0:00:00,5.95
2001-01-02;0:00:00,5.81
2001-01-03;0:00:00,5.77
2001-01-04;0:00:00,5.48
2001-01-05;0:00:00,5.35
2001-01-08;0:00:00,5.27
2001-01-09;0:00:00,5.33
2001-01-10;0:00:00,5.37
2001-01-11;0:00:00,5.39
2001-01-12;0:00:00,5.48
2001-01-15;0:00:00,5.48
2001-01-16;0:00:00,5.47
2001-01-17;0:00:00,5.49
2001-01-18;0:00:00,5.33
2001-01-19;0:00:00,5.27
2001-01-22;0:00:00,5.29
2001-01-23;0:00:00,5.26
2001-01-24;0:00:00,5.36
2001-01-25;0:00:00,5.42
2001-01-26;0:00:00,5.32
2001-01-29;0:00:00,5.26
2001-01-30;0:00:00,5.2
2001-01-31;0:00:00,5.17
2001-02-01;0:00:00,5.1
2001-02-02;0:00:00,5.19
2001-02-05;0:00:00,5.18
2001-02-06;0:00:00,5.22
2001-02-07;0:00:00,5.19
2001-02-08;0:00:00,5.23
2001-02-09;0:00:00,5.18
2001-02-12;0:00:00,5.16
2001-02-13;0:00:00,5.17
2001-02-14;0:00:00,5.23
2001-02-15;0:00:00,5.33
2001-02-16;0:00:00,5.23
2001-02-19;0:00:00,5.23
2001-02-20;0:00:00,5.21
2001-02-21;0:00:00,5.16
2001-02-22;0:00:00,5.12
2001-02-23;0:00:00,5.06
2001-02-26;0:00:00,4.97
2001-02-27;0:00:00,4.89
2001-02-28;0:00:00,4.94
2001-03-01;0:00:00,4.91
2001-03-02;0:00:00,4.93
2001-03-05;0:00:00,4.96
2001-03-06;0:00:00,4.96
2001-03-07;0:00:00,4.92
2001-03-08;0:00:00,4.86
2001-03-09;0:00:00,4.91
2001-03-12;0:00:00,4.89
2001-03-13;0:00:00,4.88
2001-03-14;0:00:00,4.8
2001-03-15;0:00:00,4.72
2001-03-16;0:00:00,4.65
2001-03-19;0:00:00,4.7
2001-03-20;0:00:00,4.73
2001-03-21;0:00:00,4.61
2001-03-22;0:00:00,4.56
2001-03-23;0:00:00,4.6
2001-03-26;0:00:00,4.66
2001-03-27;0:00:00,4.71
2001-03-28;0:00:00,4.71
2001-03-29;0:00:00,4.69
2001-03-30;0:00:00,4.6
2001-04-02;0:00:00,4.64
2001-04-03;0:00:00,4.6
2001-04-04;0:00:00,4.56
2001-04-05;0:00:00,4.55
2001-04-06;0:00:00,4.49
2001-04-09;0:00:00,4.48
2001-04-10;0:00:00,4.53
2001-04-11;0:00:00,4.65
2001-04-12;0:00:00,4.62
2001-04-13;0:00:00,4.62
2001-04-16;0:00:00,4.7
2001-04-17;0:00:00,4.76
2001-04-18;0:00:00,4.62
2001-04-19;0:00:00,4.42
2001-04-20;0:00:00,4.4
2001-04-23;0:00:00,4.34
2001-04-24;0:00:00,4.35
2001-04-25;0:00:00,4.34
2001-04-26;0:00:00,4.37
2001-04-27;0:00:00,4.4
2001-04-30;0:00:00,4.47
2001-05-01;0:00:00,4.41
2001-05-02;0:00:00,4.39
2001-05-03;0:00:00,4.39
2001-05-04;0:00:00,4.28
2001-05-07;0:00:00,4.26
2001-05-08;0:00:00,4.19
2001-05-09;0:00:00,4.18
2001-05-10;0:00:00,4.22
2001-05-11;0:00:00,4.31
2001-05-14;0:00:00,4.31
2001-05-15;0:00:00,4.33
2001-05-16;0:00:00,4.22
2001-05-17;0:00:00,4.29
2001-05-18;0:00:00,4.34
2001-05-21;0:00:00,4.36
2001-05-22;0:00:00,4.33
2001-05-23;0:00:00,4.31
2001-05-24;0:00:00,4.27
2001-05-25;0:00:00,4.3
2001-05-28;0:00:00,4.3
2001-05-29;0:00:00,4.25
2001-05-30;0:00:00,4.26
2001-05-31;0:00:00,4.21
2001-06-01;0:00:00,4.15
2001-06-04;0:00:00,4.19
2001-06-05;0:00:00,4.17
2001-06-06;0:00:00,4.18
2001-06-07;0:00:00,4.15
2001-06-08;0:00:00,4.15
2001-06-11;0:00:00,4.12
2001-06-12;0:00:00,4.11
2001-06-13;0:00:00,4.12
2001-06-14;0:00:00,4.04
2001-06-15;0:00:00,4.02
2001-06-18;0:00:00,3.97
2001-06-19;0:00:00,3.97
2001-06-20;0:00:00,3.95
2001-06-21;0:00:00,3.93
2001-06-22;0:00:00,3.94
2001-06-25;0:00:00,3.91
2001-06-26;0:00:00,3.95
2001-06-27;0:00:00,3.93
2001-06-28;0:00:00,4.12
2001-06-29;0:00:00,4.23
2001-07-02;0:00:00,4.18
2001-07-03;0:00:00,4.17
2001-07-04;0:00:00,4.17
2001-07-05;0:00:00,4.17
2001-07-06;0:00:00,4.11
2001-07-09;0:00:00,4.08
2001-07-10;0:00:00,4.06
2001-07-11;0:00:00,3.99
2001-07-12;0:00:00,4.03
2001-07-13;0:00:00,4.04
2001-07-16;0:00:00,4.04
2001-07-17;0:00:00,4.03
2001-07-18;0:00:00,3.95
2001-07-19;0:00:00,3.93
2001-07-20;0:00:00,3.9
2001-07-23;0:00:00,3.91
2001-07-24;0:00:00,3.91
2001-07-25;0:00:00,3.92
2001-07-26;0:00:00,3.9
2001-07-27;0:00:00,3.86
2001-07-30;0:00:00,3.84
2001-07-31;0:00:00,3.82
2001-08-01;0:00:00,3.83
2001-08-02;0:00:00,3.84
2001-08-03;0:00:00,3.85
2001-08-06;0:00:00,3.83
2001-08-07;0:00:00,3.83
2001-08-08;0:00:00,3.82
2001-08-09;0:00:00,3.73
2001-08-10;0:00:00,3.7
2001-08-13;0:00:00,3.69
2001-08-14;0:00:00,3.71
2001-08-15;0:00:00,3.77
2001-08-16;0:00:00,3.76
2001-08-17;0:00:00,3.68
2001-08-20;0:00:00,3.71
2001-08-21;0:00:00,3.72
2001-08-22;0:00:00,3.68
2001-08-23;0:00:00,3.68
2001-08-24;0:00:00,3.72
2001-08-27;0:00:00,3.72
2001-08-28;0:00:00,3.65
2001-08-29;0:00:00,3.61
2001-08-30;0:00:00,3.59
2001-08-31;0:00:00,3.59
2001-09-03;0:00:00,3.59
2001-09-04;0:00:00,3.74
2001-09-05;0:00:00,3.73
2001-09-06;0:00:00,3.66
2001-09-07;0:00:00,3.5
2001-09-10;0:00:00,3.47
2001-09-11;0:00:00,3.47
2001-09-12;0:00:00,3.47
2001-09-13;0:00:00,3.47
2001-09-14;0:00:00,3.06
2001-09-17;0:00:00,3.01
2001-09-18;0:00:00,2.93
2001-09-19;0:00:00,2.78
2001-09-20;0:00:00,2.76
2001-09-21;0:00:00,2.73
2001-09-24;0:00:00,2.76
2001-09-25;0:00:00,2.68
2001-09-26;0:00:00,2.69
2001-09-27;0:00:00,2.63
2001-09-28;0:00:00,2.71
2001-10-01;0:00:00,2.68
2001-10-02;0:00:00,2.66
2001-10-03;0:00:00,2.55
2001-10-04;0:00:00,2.56
2001-10-05;0:00:00,2.5
2001-10-08;0:00:00,2.5
2001-10-09;0:00:00,2.52
2001-10-10;0:00:00,2.56
2001-10-11;0:00:00,2.61
2001-10-12;0:00:00,2.62
2001-10-15;0:00:00,2.57
2001-10-16;0:00:00,2.54
2001-10-17;0:00:00,2.58
2001-10-18;0:00:00,2.55
2001-10-19;0:00:00,2.5
2001-10-22;0:00:00,2.53
2001-10-23;0:00:00,2.54
2001-10-24;0:00:00,2.51
2001-10-25;0:00:00,2.41
2001-10-26;0:00:00,2.41
2001-10-29;0:00:00,2.37
2001-10-30;0:00:00,2.28
2001-10-31;0:00:00,2.32
2001-11-01;0:00:00,2.32
2001-11-02;0:00:00,2.28
2001-11-05;0:00:00,2.25
2001-11-06;0:00:00,2.26
2001-11-07;0:00:00,2.08
2001-11-08;0:00:00,2.13
2001-11-09;0:00:00,2.15
2001-11-12;0:00:00,2.15
2001-11-13;0:00:00,2.2
2001-11-14;0:00:00,2.26
2001-11-15;0:00:00,2.45
2001-11-16;0:00:00,2.58
2001-11-19;0:00:00,2.54
2001-11-20;0:00:00,2.49
2001-11-21;0:00:00,2.63
2001-11-22;0:00:00,2.63
2001-11-23;0:00:00,2.67
2001-11-26;0:00:00,2.62
2001-11-27;0:00:00,2.74
2001-11-28;0:00:00,2.48
2001-11-29;0:00:00,2.49
2001-11-30;0:00:00,2.38
2001-12-03;0:00:00,2.35
2001-12-04;0:00:00,2.35
2001-12-05;0:00:00,2.52
2001-12-06;0:00:00,2.58
2001-12-07;0:00:00,2.54
2001-12-10;0:00:00,2.42
2001-12-11;0:00:00,2.37
2001-12-12;0:00:00,2.28
2001-12-13;0:00:00,2.38
2001-12-14;0:00:00,2.45
2001-12-17;0:00:00,2.5
2001-12-18;0:00:00,2.42
2001-12-19;0:00:00,2.39
2001-12-20;0:00:00,2.43
2001-12-21;0:00:00,2.44
2001-12-24;0:00:00,2.47
2001-12-25;0:00:00,2.47
2001-12-26;0:00:00,2.51
2001-12-27;0:00:00,2.49
2001-12-28;0:00:00,2.48
2001-12-31;0:00:00,2.44
2002-01-01;0:00:00,2.44
2002-01-02;0:00:00,2.46
2002-01-03;0:00:00,2.45
2002-01-04;0:00:00,2.47
2002-01-07;0:00:00,2.42
2002-01-08;0:00:00,2.37
2002-01-09;0:00:00,2.4
2002-01-10;0:00:00,2.36
2002-01-11;0:00:00,2.33
2002-01-14;0:00:00,2.13
2002-01-15;0:00:00,2.15
2002-01-16;0:00:00,2.15
2002-01-17;0:00:00,2.26
2002-01-18;0:00:00,2.29
2002-01-21;0:00:00,2.29
2002-01-22;0:00:00,2.35
2002-01-23;0:00:00,2.36
2002-01-24;0:00:00,2.45
2002-01-25;0:00:00,2.52
2002-01-28;0:00:00,2.52
2002-01-29;0:00:00,2.49
2002-01-30;0:00:00,2.44
2002-01-31;0:00:00,2.49
2002-02-01;0:00:00,2.51
2002-02-04;0:00:00,2.44
2002-02-05;0:00:00,2.41
2002-02-06;0:00:00,2.4
2002-02-07;0:00:00,2.42
2002-02-08;0:00:00,2.39
2002-02-11;0:00:00,2.41
2002-02-12;0:00:00,2.41
2002-02-13;0:00:00,2.5
2002-02-14;0:00:00,2.53
2002-02-15;0:00:00,2.46
2002-02-18;0:00:00,2.46
2002-02-19;0:00:00,2.45
2002-02-20;0:00:00,2.45
2002-02-21;0:00:00,2.46
2002-02-22;0:00:00,2.45
2002-02-25;0:00:00,2.48
2002-02-26;0:00:00,2.47
2002-02-27;0:00:00,2.46
2002-02-28;0:00:00,2.48
2002-03-01;0:00:00,2.56
2002-03-04;0:00:00,2.63
2002-03-05;0:00:00,2.66
2002-03-06;0:00:00,2.61
2002-03-07;0:00:00,2.74
2002-03-08;0:00:00,2.84
2002-03-11;0:00:00,2.88
2002-03-12;0:00:00,2.86
2002-03-13;0:00:00,2.85
2002-03-14;0:00:00,2.89
2002-03-15;0:00:00,2.96
2002-03-18;0:00:00,2.95
2002-03-19;0:00:00,2.95
2002-03-20;0:00:00,2.96
2002-03-21;0:00:00,3.08
2002-03-22;0:00:00,3.06
2002-03-25;0:00:00,3.09
2002-03-26;0:00:00,3.04
2002-03-27;0:00:00,3.03
2002-03-28;0:00:00,3.06
2002-03-29;0:00:00,3.06
2002-04-01;0:00:00,3.06
2002-04-02;0:00:00,3.04
2002-04-03;0:00:00,2.96
2002-04-04;0:00:00,2.94
2002-04-05;0:00:00,2.9
2002-04-08;0:00:00,2.83
2002-04-09;0:00:00,2.86
2002-04-10;0:00:00,2.84
2002-04-11;0:00:00,2.83
2002-04-12;0:00:00,2.79
2002-04-15;0:00:00,2.77
2002-04-16;0:00:00,2.85
2002-04-17;0:00:00,2.74
2002-04-18;0:00:00,2.71
2002-04-19;0:00:00,2.73
2002-04-22;0:00:00,2.72
2002-04-23;0:00:00,2.74
2002-04-24;0:00:00,2.73
2002-04-25;0:00:00,2.66
2002-04-26;0:00:00,2.64
2002-04-29;0:00:00,2.65
2002-04-30;0:00:00,2.66
2002-05-01;0:00:00,2.62
2002-05-02;0:00:00,2.69
2002-05-03;0:00:00,2.61
2002-05-06;0:00:00,2.61
2002-05-07;0:00:00,2.57
2002-05-08;0:00:00,2.6
2002-05-09;0:00:00,2.68
2002-05-10;0:00:00,2.64
2002-05-13;0:00:00,2.61
2002-05-14;0:00:00,2.75
2002-05-15;0:00:00,2.76
2002-05-16;0:00:00,2.69
2002-05-17;0:00:00,2.73
2002-05-20;0:00:00,2.7
2002-05-21;0:00:00,2.66
2002-05-22;0:00:00,2.62
2002-05-23;0:00:00,2.66
2002-05-24;0:00:00,2.67
2002-05-27;0:00:00,2.67
2002-05-28;0:00:00,2.69
2002-05-29;0:00:00,2.65
2002-05-30;0:00:00,2.63
2002-05-31;0:00:00,2.65
2002-06-03;0:00:00,2.65
2002-06-04;0:00:00,2.58
2002-06-05;0:00:00,2.6
2002-06-06;0:00:00,2.61
2002-06-07;0:00:00,2.57
2002-06-10;0:00:00,2.59
2002-06-11;0:00:00,2.58
2002-06-12;0:00:00,2.52
2002-06-13;0:00:00,2.46
2002-06-14;0:00:00,2.4
2002-06-17;0:00:00,2.44
2002-06-18;0:00:00,2.41
2002-06-19;0:00:00,2.36
2002-06-20;0:00:00,2.34
2002-06-21;0:00:00,2.39
2002-06-24;0:00:00,2.33
2002-06-25;0:00:00,2.36
2002-06-26;0:00:00,2.21
2002-06-27;0:00:00,2.28
2002-06-28;0:00:00,2.32
2002-07-01;0:00:00,2.31
2002-07-02;0:00:00,2.26
2002-07-03;0:00:00,2.24
2002-07-04;0:00:00,2.24
2002-07-05;0:00:00,2.32
2002-07-08;0:00:00,2.3
2002-07-09;0:00:00,2.27
2002-07-10;0:00:00,2.22
2002-07-11;0:00:00,2.16
2002-07-12;0:00:00,2.15
2002-07-15;0:00:00,2.1
2002-07-16;0:00:00,2.15
2002-07-17;0:00:00,2.19
2002-07-18;0:00:00,2.17
2002-07-19;0:00:00,2.12
2002-07-22;0:00:00,2.09
2002-07-23;0:00:00,2.07
2002-07-24;0:00:00,1.96
2002-07-25;0:00:00,2.02
2002-07-26;0:00:00,1.98
2002-07-29;0:00:00,2.03
2002-07-30;0:00:00,2.07
2002-07-31;0:00:00,2.03
2002-08-01;0:00:00,1.93
2002-08-02;0:00:00,1.9
2002-08-05;0:00:00,1.81
2002-08-06;0:00:00,1.84
2002-08-07;0:00:00,1.77
2002-08-08;0:00:00,1.8
2002-08-09;0:00:00,1.85
2002-08-12;0:00:00,1.86
2002-08-13;0:00:00,1.85
2002-08-14;0:00:00,1.77
2002-08-15;0:00:00,1.96
2002-08-16;0:00:00,1.95
2002-08-19;0:00:00,1.96
2002-08-20;0:00:00,1.9
2002-08-21;0:00:00,1.9
2002-08-22;0:00:00,1.95
2002-08-23;0:00:00,1.95
2002-08-26;0:00:00,1.94
2002-08-27;0:00:00,2.0
2002-08-28;0:00:00,1.98
2002-08-29;0:00:00,1.92
2002-08-30;0:00:00,1.96
2002-09-02;0:00:00,1.96
2002-09-03;0:00:00,1.82
2002-09-04;0:00:00,1.81
2002-09-05;0:00:00,1.81
2002-09-06;0:00:00,1.86
2002-09-09;0:00:00,1.89
2002-09-10;0:00:00,1.97
2002-09-11;0:00:00,2.02
2002-09-12;0:00:00,1.94
2002-09-13;0:00:00,1.93
2002-09-16;0:00:00,1.93
2002-09-17;0:00:00,1.96
2002-09-18;0:00:00,1.9
2002-09-19;0:00:00,1.86
2002-09-20;0:00:00,1.85
2002-09-23;0:00:00,1.81
2002-09-24;0:00:00,1.78
2002-09-25;0:00:00,1.79
2002-09-26;0:00:00,1.84
2002-09-27;0:00:00,1.8
2002-09-30;0:00:00,1.66
2002-10-01;0:00:00,1.67
2002-10-02;0:00:00,1.71
2002-10-03;0:00:00,1.7
2002-10-04;0:00:00,1.77
2002-10-07;0:00:00,1.73
2002-10-08;0:00:00,1.76
2002-10-09;0:00:00,1.75
2002-10-10;0:00:00,1.75
2002-10-11;0:00:00,1.8
2002-10-14;0:00:00,1.8
2002-10-15;0:00:00,1.92
2002-10-16;0:00:00,1.94
2002-10-17;0:00:00,1.98
2002-10-18;0:00:00,1.99
2002-10-21;0:00:00,1.98
2002-10-22;0:00:00,2.02
2002-10-23;0:00:00,1.96
2002-10-24;0:00:00,1.95
2002-10-25;0:00:00,1.88
2002-10-28;0:00:00,1.74
2002-10-29;0:00:00,1.65
2002-10-30;0:00:00,1.67
2002-10-31;0:00:00,1.62
2002-11-01;0:00:00,1.64
2002-11-04;0:00:00,1.64
2002-11-05;0:00:00,1.63
2002-11-06;0:00:00,1.63
2002-11-07;0:00:00,1.56
2002-11-08;0:00:00,1.56
2002-11-11;0:00:00,1.56
2002-11-12;0:00:00,1.54
2002-11-13;0:00:00,1.55
2002-11-14;0:00:00,1.6
2002-11-15;0:00:00,1.65
2002-11-18;0:00:00,1.65
2002-11-19;0:00:00,1.62
2002-11-20;0:00:00,1.62
2002-11-21;0:00:00,1.72
2002-11-22;0:00:00,1.72
2002-11-25;0:00:00,1.72
2002-11-26;0:00:00,1.65
2002-11-27;0:00:00,1.73
2002-11-28;0:00:00,1.73
2002-11-29;0:00:00,1.7
2002-12-02;0:00:00,1.7
2002-12-03;0:00:00,1.7
2002-12-04;0:00:00,1.68
2002-12-05;0:00:00,1.67
2002-12-06;0:00:00,1.62
2002-12-09;0:00:00,1.6
2002-12-10;0:00:00,1.6
2002-12-11;0:00:00,1.59
2002-12-12;0:00:00,1.59
2002-12-13;0:00:00,1.57
2002-12-16;0:00:00,1.59
2002-12-17;0:00:00,1.58
2002-12-18;0:00:00,1.53
2002-12-19;0:00:00,1.52
2002-12-20;0:00:00,1.53
2002-12-23;0:00:00,1.55
2002-12-24;0:00:00,1.49
2002-12-25;0:00:00,1.49
2002-12-26;0:00:00,1.5
2002-12-27;0:00:00,1.45
2002-12-30;0:00:00,1.45
2002-12-31;0:00:00,1.42
2003-01-01;0:00:00,1.42
2003-01-02;0:00:00,1.54
2003-01-03;0:00:00,1.54
2003-01-06;0:00:00,1.56
2003-01-07;0:00:00,1.52
2003-01-08;0:00:00,1.5
2003-01-09;0:00:00,1.54
2003-01-10;0:00:00,1.53
2003-01-13;0:00:00,1.51
2003-01-14;0:00:00,1.49
2003-01-15;0:00:00,1.48
2003-01-16;0:00:00,1.49
2003-01-17;0:00:00,1.45
2003-01-20;0:00:00,1.45
2003-01-21;0:00:00,1.45
2003-01-22;0:00:00,1.43
2003-01-23;0:00:00,1.44
2003-01-24;0:00:00,1.42
2003-01-27;0:00:00,1.43
2003-01-28;0:00:00,1.45
2003-01-29;0:00:00,1.43
2003-01-30;0:00:00,1.47
2003-01-31;0:00:00,1.44
2003-02-03;0:00:00,1.46
2003-02-04;0:00:00,1.43
2003-02-05;0:00:00,1.44
2003-02-06;0:00:00,1.42
2003-02-07;0:00:00,1.42
2003-02-10;0:00:00,1.4
2003-02-11;0:00:00,1.41
2003-02-12;0:00:00,1.38
2003-02-13;0:00:00,1.38
2003-02-14;0:00:00,1.4
2003-02-17;0:00:00,1.4
2003-02-18;0:00:00,1.43
2003-02-19;0:00:00,1.4
2003-02-20;0:00:00,1.39
2003-02-21;0:00:00,1.4
2003-02-24;0:00:00,1.39
2003-02-25;0:00:00,1.37
2003-02-26;0:00:00,1.38
2003-02-27;0:00:00,1.4
2003-02-28;0:00:00,1.38
2003-03-03;0:00:00,1.36
2003-03-04;0:00:00,1.34
2003-03-05;0:00:00,1.31
2003-03-06;0:00:00,1.31
2003-03-07;0:00:00,1.24
2003-03-10;0:00:00,1.17
2003-03-11;0:00:00,1.19
2003-03-12;0:00:00,1.23
2003-03-13;0:00:00,1.31
2003-03-14;0:00:00,1.35
2003-03-17;0:00:00,1.35
2003-03-18;0:00:00,1.35
2003-03-19;0:00:00,1.4
2003-03-20;0:00:00,1.38
2003-03-21;0:00:00,1.45
2003-03-24;0:00:00,1.41
2003-03-25;0:00:00,1.39
2003-03-26;0:00:00,1.39
2003-03-27;0:00:00,1.34
2003-03-28;0:00:00,1.32
2003-03-31;0:00:00,1.27
2003-04-01;0:00:00,1.27
2003-04-02;0:00:00,1.33
2003-04-03;0:00:00,1.31
2003-04-04;0:00:00,1.29
2003-04-07;0:00:00,1.38
2003-04-08;0:00:00,1.35
2003-04-09;0:00:00,1.33
2003-04-10;0:00:00,1.33
2003-04-11;0:00:00,1.38
2003-04-14;0:00:00,1.42
2003-04-15;0:00:00,1.43
2003-04-16;0:00:00,1.44
2003-04-17;0:00:00,1.41
2003-04-18;0:00:00,1.41
2003-04-21;0:00:00,1.45
2003-04-22;0:00:00,1.41
2003-04-23;0:00:00,1.42
2003-04-24;0:00:00,1.36
2003-04-25;0:00:00,1.32
2003-04-28;0:00:00,1.35
2003-04-29;0:00:00,1.37
2003-04-30;0:00:00,1.33
2003-05-01;0:00:00,1.27
2003-05-02;0:00:00,1.31
2003-05-05;0:00:00,1.33
2003-05-06;0:00:00,1.32
2003-05-07;0:00:00,1.27
2003-05-08;0:00:00,1.27
2003-05-09;0:00:00,1.3
2003-05-12;0:00:00,1.27
2003-05-13;0:00:00,1.29
2003-05-14;0:00:00,1.27
2003-05-15;0:00:00,1.28
2003-05-16;0:00:00,1.25
2003-05-19;0:00:00,1.2
2003-05-20;0:00:00,1.2
2003-05-21;0:00:00,1.2
2003-05-22;0:00:00,1.22
2003-05-23;0:00:00,1.21
2003-05-26;0:00:00,1.21
2003-05-27;0:00:00,1.23
2003-05-28;0:00:00,1.25
2003-05-29;0:00:00,1.21
2003-05-30;0:00:00,1.24
2003-06-02;0:00:00,1.24
2003-06-03;0:00:00,1.21
2003-06-04;0:00:00,1.17
2003-06-05;0:00:00,1.14
2003-06-06;0:00:00,1.17
2003-06-09;0:00:00,1.12
